category,median,lower,upper
unknown,1.0770615725841726,1.062938850210428,1.0934547679104825
white,0.9266081569295422,0.9124006556111895,0.9389860491564659
black,1.098663243298501,1.050250932383941,1.1460300349377932
hispanic,0.8687527542970509,0.8186229841801712,0.9265861771155867
asian,0.9392010269882493,0.9018944131946236,0.9765746934832193
indian,0.9596473669470571,0.8831943206889562,1.0729295375563586
mixed,1.0011167175508908,0.9262064430232613,1.0775067548561128
middle_eastern,1.0063578339570296,0.891316346043022,1.1475404514739387
