,lower,median,upper
baseline,0.19832957459256448,0.1984645121991854,0.19859692588974298
male,0.1953896901210027,0.19554790214264361,0.1956946003368449
gender_all_female,0.20238686633649747,0.20254780261354977,0.20271766404885425
