,lower,median,upper
baseline,0.6366356402091227,0.6379693402048231,0.6394071325406812
unknown,0.6469449284196426,0.6506890572018008,0.654620916468052
male,0.6224630361840775,0.6248781257990492,0.6268575899077246
female,0.6479402567848734,0.6501261098235338,0.652634340427141
