,lower,median,upper
baseline,0.20270667440239112,0.20382210287359936,0.2049393682267601
unknown,0.20675012393547917,0.21017200262882701,0.21418698165364605
male,0.19716239529910923,0.19875472735238692,0.20026287188617653
female,0.20589514146745222,0.20782282791759524,0.2097352653631369
