,lower,median,upper
baseline,0.2188554400275157,0.22008360276910555,0.2214163352468819
unknown,0.21970959436202595,0.2234363890118069,0.22623749459624795
male,0.21346246297094876,0.2152897862981567,0.21697494406629858
female,0.22327193630859407,0.22549335261170264,0.2278427313173465
