category,median,lower,upper
white,0.9860069523926136,0.9549972571132022,1.0218654077295588
black,1.1427211109007651,1.0754824258437632,1.1949861825830088
hispanic,0.9153532568232067,0.8428214841294692,0.9610080998616995
asian,0.9868083044944113,0.9495421465490949,1.0286434641705102
indian,0.9971830043527333,0.9064603585014985,1.0969234913510797
mixed,0.9877476588131229,0.8990306778228928,1.0845577050625905
middle_eastern,1.0429750224206311,0.9013648586789762,1.1953120320865862
