category,median,lower,upper
unknown,1.0074253101201325,0.9920164098163071,1.0246937511097831
white,0.9669360263514447,0.9511722347815924,0.9835443497947095
black,1.1262229439791833,1.0806886169621015,1.1892696366779771
hispanic,0.9966356092700417,0.935949348501091,1.0829774439667084
asian,1.0681741413709678,1.022989694377091,1.1146873569554785
indian,1.0347330708370177,0.9491332805745267,1.158659254531029
mixed,1.042068590875561,0.9531673015749257,1.140583179185783
middle_eastern,1.262122900111415,1.0425716677823667,1.5320549383847866
